Date	Tavg	Rainfall	RH	Sunshine	Immigrants	Vegetative	Reproductive	Ripening	Adult	Year	Sequence	Season	Week	Harvest
2010-03-22	29	0	73.6	8.4	0	0	0	0	0	2014	3	0	70	0
2010-03-29	29	0.8	74.1	4.9	0	0	0	0	0	2014	3	0	71	0
2010-04-05	29.9	0	74	6.7	0	0	0	0	0	2014	3	0	72	0
2010-04-12	30.1	0	72.1	8.6	45	1	0	0	45	2010	1	19	1	0
2010-04-19	29.7	0.1	75.7	5.2	34	1	0	0	34	2010	1	19	2	0
2010-04-26	30.3	0	73.9	8.4	25	1	0	0	25	2010	1	19	3	0
2010-05-03	29.9	0.4	78.3	5.3	29.5	1	0	0	41	2010	1	19	4	0
2010-05-10	31	0.2	74.9	9	29.5	1	1	0	38	2010	1	19	5	0
2010-05-17	30.5	0.2	77.4	8.4	29.5	1	1	0	48	2010	1	19	6	0
2010-05-24	30.4	3	76.6	7	0	0	1	0	93	2010	1	19	7	0
2010-05-31	29.9	7.2	80.4	6.3	0	0	1	0	458	2010	1	19	8	0
2010-06-07	28.2	10.8	84	6.4	0	0	1	1	354	2010	1	19	9	0
2010-06-14	29.2	3.2	80.7	8.6	0	0	1	1	285	2010	1	19	10	0
2010-06-21	28	3.2	85	5.5	0	0	0	1	381	2010	1	19	11	0
2010-06-28	27.8	10.4	86.9	6.1	0	0	0	1	115	2010	1	19	12	0
2010-07-05	27.7	11	86.9	6.4	0	0	0	1	85	2010	1	19	13	0
2010-07-12	27.2	14.4	89.3	4.8	0	0	0	1	102	2010	1	19	14	1
2010-07-19	27.8	5.7	86	5.9	0	0	0	0	0	2014	3	0	73	0
2010-07-26	26.9	4	85.9	2.6	0	0	0	0	0	2014	3	0	74	0
2010-08-02	27.6	3.9	82.7	5.4	0	0	0	0	0	2014	3	0	75	0
2010-08-09	27	4.9	85.1	2.6	38	1	0	0	38	2010	2	20	1	0
2010-08-16	28.4	6.9	84.4	5.9	25	1	0	0	25	2010	2	20	2	0
2010-08-23	27.8	7.7	83.1	5.4	15	1	0	0	15	2010	2	20	3	0
2010-08-30	28	8.2	81.3	6.1	20	1	0	0	24	2010	2	20	4	0
2010-09-06	27.4	4.7	86.6	6	20	1	1	0	142	2010	2	20	5	0
2010-09-13	27.3	2.8	83.3	6	20	1	1	0	105	2010	2	20	6	0
2010-09-20	28.2	1.6	83.7	6.2	0	0	1	0	220	2010	2	20	7	0
2010-09-27	28	1.9	84	5.5	0	0	1	0	548	2010	2	20	8	0
2010-10-04	27.8	15.1	88.1	4.9	0	0	1	0	582	2010	2	20	9	0
2010-10-11	28.6	10	86.4	3.4	0	0	1	1	68	2010	2	20	10	0
2010-10-18	27.7	3.7	85.4	3.9	0	0	0	1	105	2010	2	20	11	0
2010-10-25	26.7	10.7	82.9	6.2	0	0	0	1	440	2010	2	20	12	0
2010-11-01	26.7	2.8	81.3	2.8	0	0	0	1	192	2010	2	20	13	0
2010-11-08	27.5	0.8	82	5.6	0	0	0	1	115	2010	2	20	14	1
2010-11-15	27.8	9.5	84.7	6.9	0	0	0	0	0	2014	3	0	76	0
2010-11-22	27.3	6.3	84.7	5.6	0	0	0	0	0	2014	3	0	77	0
2010-11-29	27.4	0.6	81.1	6.1	0	0	0	0	0	2014	3	0	78	0
2010-12-06	26.9	6.7	78	7.1	0	0	0	0	0	2014	3	0	79	0
2010-12-13	26.4	0	82.4	5.9	0	0	0	0	0	2014	3	0	80	0
2010-12-20	25.7	0	80.3	3.3	50	1	0	0	50	2011	3	21	1	0
2010-12-27	24.9	0	75	5.8	45	1	0	0	45	2011	3	21	2	0
2010-12-31	24	0	76	8.2	32	1	0	0	32	2011	3	21	3	0
2011-01-04	25.9	0	80	5.4	38.5	1	0	0	37	2011	3	21	4	0
2011-01-11	25.5	0	71	7.3	38.5	1	1	0	25	2011	3	21	5	0
2011-01-18	24.8	0	77.7	7.1	38.5	1	1	0	254	2011	3	21	6	0
2011-01-25	26.8	0	82.4	6.6	0	0	1	0	325	2011	3	21	7	0
2011-02-01	25.6	0	83.6	8.5	0	0	1	0	407	2011	3	21	8	0
2011-02-08	25.3	0	82.9	8	0	0	1	0	198	2011	3	21	9	0
2011-02-15	26.2	0	84.4	7.1	0	0	1	1	231	2011	3	21	10	0
2011-02-22	26.6	0	81.4	7.8	0	0	0	1	172	2011	3	21	11	0
2011-03-01	26.6	0	82.3	5.9	0	0	0	1	150	2011	3	21	12	0
2011-03-08	27.9	1.2	83.6	8.2	0	0	0	1	150	2011	3	21	13	0
2011-03-15	27.8	0	79	6.8	0	0	0	1	175	2011	3	21	14	1
2011-03-22	27.2	2.3	79.1	3.3	0	0	0	0	0	2014	3	0	81	0
2011-03-29	27.3	0.4	78.1	5.1	0	0	0	0	0	2014	3	0	82	0
2011-04-05	27.3	0.9	79.7	4.8	0	0	0	0	0	2014	3	0	83	0
2011-04-12	27.9	1	79.4	7.4	19	1	0	0	19	2011	1	22	1	0
2011-04-19	28.3	9	77.6	8.4	38	1	0	0	38	2011	1	22	2	0
2011-04-26	28.8	0.6	77.4	5.8	44	1	0	0	44	2011	1	22	3	0
2011-05-03	28.8	9.7	76.6	6.3	41	1	0	0	94	2011	1	22	4	0
2011-05-10	29.3	0.3	80.4	7.2	41	1	1	0	371	2011	1	22	5	0
2011-05-17	28.5	6.1	84	6.6	41	1	1	0	205	2011	1	22	6	0
2011-05-24	29	12.7	80.7	6.7	0	0	1	0	108	2011	1	22	7	0
2011-05-31	27.8	2.4	85	4.4	0	0	1	0	245	2011	1	22	8	0
2011-06-07	28.3	1.8	86.9	7.6	0	0	1	0	478	2011	1	22	9	0
2011-06-14	27	12.1	86.9	4.2	0	0	1	1	357	2011	1	22	10	0
2011-06-21	27.7	3.9	89.3	3.8	0	0	0	1	205	2011	1	22	11	0
2011-06-28	27.6	6.2	86	4.7	0	0	0	1	43	2011	1	22	12	0
2011-07-05	27.8	7	85.9	7.4	0	0	0	1	250	2011	1	22	13	0
2011-07-12	27.7	2.2	82.7	5	0	0	0	1	375	2011	1	22	14	1
2011-07-19	28.2	1.5	85.1	7.9	0	0	0	0	0	2014	3	0	84	0
2011-07-26	27.3	0.6	84.4	3.8	0	0	0	0	0	2014	3	0	85	0
2011-08-02	27.1	10.7	83.1	4.7	38	1	0	0	38	2011	2	23	1	0
2011-08-09	28.2	2.7	81.3	5.7	30	1	0	0	30	2011	2	23	2	0
2011-08-16	27.8	5	86.6	6.2	61	1	0	0	61	2011	2	23	3	0
2011-08-23	28	12.8	83.3	6.4	45.5	1	0	0	121	2011	2	23	4	0
2011-08-30	27.1	3.5	83.7	5.2	45.5	1	1	0	105	2011	2	23	5	0
2011-09-06	27.9	2	84	6.5	45.5	1	1	0	392	2011	2	23	6	0
2011-09-13	27.4	7.8	88.1	5.6	0	0	1	0	582	2011	2	23	7	0
2011-09-20	27.1	4.1	86.4	3.2	0	0	1	0	75	2011	2	23	8	0
2011-09-27	27	3.5	85.4	3.6	0	0	1	0	68	2011	2	23	9	0
2011-10-04	27.1	4.1	82.9	3.7	0	0	1	1	105	2011	2	23	10	0
2011-10-11	27.4	0.6	81.3	4.3	0	0	0	1	450	2011	2	23	11	0
2011-10-18	27.8	6.4	82	8	0	0	0	1	190	2011	2	23	12	0
2011-10-25	28	2.9	84.7	8.3	0	0	0	1	115	2011	2	23	13	0
2011-11-01	28.3	4.3	84.7	9.6	0	0	0	1	148	2011	2	23	14	1
2011-11-08	27.7	8.6	81.1	4.6	0	0	0	0	0	2014	3	0	86	0
2011-11-15	27.9	0.9	78	6.8	0	0	0	0	0	2014	3	0	87	0
2011-11-22	27.3	4.1	82.4	6.9	0	0	0	0	0	2014	3	0	88	0
2011-11-29	27.7	11.3	80.3	8.7	0	0	0	0	0	2014	3	0	89	0
2011-12-06	26.2	3.5	75	4.8	0	0	0	0	0	2014	3	0	90	0
2011-12-13	25.4	1	82	7.5	0	0	0	0	0	2014	3	0	91	0
2011-12-20	26.4	0	84.7	6.3	48	1	0	0	48	2012	3	24	1	0
2011-12-27	25.5	0.1	84.7	6.9	28	1	0	0	28	2012	3	24	2	0
2011-12-31	27.1	0	81.1	3.6	105	1	0	0	105	2012	3	24	3	0
2012-01-04	26.5	0	81.9	6.7	66.5	1	0	0	419	2012	3	24	4	0
2012-01-11	26.3	0.1	74.9	4.8	66.5	1	1	0	390	2012	3	24	5	0
2012-01-18	26.8	0.6	83.6	6	66.5	1	1	0	442	2012	3	24	6	0
2012-01-25	26.3	0	81.3	7.1	0	0	1	0	125	2012	3	24	7	0
2012-02-01	26.6	0.4	82.7	5.5	0	0	1	0	197	2012	3	24	8	0
2012-02-08	26.5	0	80.7	8.5	0	0	1	0	19	2012	3	24	9	0
2012-02-15	26.5	1.2	82.3	7	0	0	1	1	160	2012	3	24	10	0
2012-02-22	27.3	0	78.7	8.2	0	0	0	1	62	2012	3	24	11	0
2012-02-29	26.7	0.4	79.6	8.5	0	0	0	1	135	2012	3	24	12	0
2012-03-07	26.6	0	83	7.9	0	0	0	1	190	2012	3	24	13	0
2012-03-14	26.7	0	75.4	8.3	0	0	0	1	120	2012	3	24	14	1
2012-03-21	27.5	0	78.6	7.6	0	0	0	0	0	2014	3	0	92	0
2012-03-28	26.3	0.2	75.1	6.1	0	0	0	0	0	2014	3	0	93	0
2012-04-04	27.4	0	75.6	7.3	0	0	0	0	0	2014	3	0	94	0
2012-04-11	27.1	0	76.9	7	51	1	0	0	51	2012	1	25	1	0
2012-04-18	27.4	3.6	74.6	8.9	34	1	0	0	34	2012	1	25	2	0
2012-04-25	28.1	2.6	80.3	6.2	25	1	0	0	25	2012	1	25	3	0
2012-05-02	28.9	7.1	83.4	6.8	29.5	1	0	0	41	2012	1	25	4	0
2012-05-09	28.1	8.9	81.3	6.7	29.5	1	1	0	115	2012	1	25	5	0
2012-05-16	27.5	3.9	84.7	5.5	29.5	1	1	0	48	2012	1	25	6	0
2012-05-23	27.4	5.5	82.4	5	0	0	1	0	93	2012	1	25	7	0
2012-05-30	28.5	16.1	86.4	4.8	0	0	1	0	228	2012	1	25	8	0
2012-06-06	27.9	4.6	84	4.1	0	0	1	0	274	2012	1	25	9	0
2012-06-13	28.2	3.1	80.4	5.6	0	0	1	1	195	2012	1	25	10	0
2012-06-20	28.6	0.9	76.1	5.5	0	0	0	1	251	2012	1	25	11	0
2012-06-27	28.7	0.1	76.7	7.2	0	0	0	1	290	2012	1	25	12	0
2012-07-04	27.6	5.8	82.9	3.6	0	0	0	1	320	2012	1	25	13	0
2012-07-11	27	12	86.9	5.3	0	0	0	1	473	2012	1	25	14	1
2012-07-18	28.3	8.7	80	6.8	0	0	0	0	0	2014	3	0	95	0
2012-07-25	28.6	1.1	78.9	7	0	0	0	0	0	2014	3	0	96	0
2012-08-01	27.9	3.3	78.6	4	0	0	0	0	0	2014	3	0	97	0
2012-08-08	28.9	0.6	75.6	9	41	1	0	0	41	2012	2	26	1	0
2012-08-15	29	2.1	73.7	7	32	1	0	0	32	2012	2	26	2	0
2012-08-22	28.2	3.7	80.7	6.2	24	1	0	0	24	2012	2	26	3	0
2012-08-29	28.2	4.9	79.7	5.1	28	1	0	0	78	2012	2	26	4	0
2012-09-05	27.6	7.3	86	4.4	28	1	1	0	105	2012	2	26	5	0
2012-09-12	27.4	6.6	85.1	5.5	28	1	1	0	220	2012	2	26	6	0
2012-09-19	26.8	1.6	86.9	5.8	0	0	1	0	548	2012	2	26	7	0
2012-09-26	27	4.8	89.4	2.6	0	0	1	0	752	2012	2	26	8	0
2012-10-03	27.2	14.3	86.7	3.7	0	0	1	0	680	2012	2	26	9	0
2012-10-10	27.6	1.1	84.3	5.9	0	0	1	1	105	2012	2	26	10	0
2012-10-17	28.1	1.7	81.3	5.6	0	0	0	1	420	2012	2	26	11	0
2012-10-24	28.4	6.4	80.7	8.5	0	0	0	1	187	2012	2	26	12	0
2012-10-31	28.2	2.9	85.9	6.2	28	1	0	1	115	2012	2	26	13	0
2012-11-07	27.8	14	85.7	6	28	1	0	1	148	2012	2	26	14	1
2012-11-14	27.5	2.9	82.4	4.5	0	0	0	0	0	2014	3	0	98	0
2012-11-21	28	2.2	77.9	6	0	0	0	0	0	2014	3	0	99	0
2012-11-28	28	0.1	79.7	6.6	0	0	0	0	0	2014	3	0	100	0
2012-12-05	27.6	0	78.7	6.4	0	0	0	0	0	2014	3	0	101	0
2012-12-12	27.8	0	80.9	6.8	0	0	0	0	0	2014	3	0	102	0
2012-12-19	28.5	0	79.3	7.5	28	1	0	0	28	2013	3	27	1	0
2012-12-26	27.4	0	75.6	6.1	25	1	0	0	25	2013	3	27	2	0
2012-12-30	27.6	0.5	77.5	7.9	19	1	0	0	19	2013	3	27	3	0
2013-01-04	26	0.1	75.6	4.1	22	1	0	0	80	2013	3	27	4	0
2013-01-11	26.5	0.4	79	4.5	22	1	1	0	125	2013	3	27	5	0
2013-01-18	25.9	0	70.1	6.9	22	1	1	0	244	2013	3	27	6	0
2013-01-25	25.6	0	79.7	7.2	0	0	1	0	315	2013	3	27	7	0
2013-02-01	26.6	0	77.1	8.1	0	0	1	0	197	2013	3	27	8	0
2013-02-08	27.2	0.1	79.6	7.9	0	0	1	0	125	2013	3	27	9	0
2013-02-15	26.2	0.3	75.4	8.9	0	0	1	1	56	2013	3	27	10	0
2013-02-22	25.8	0	72.4	4.5	0	0	0	1	62	2013	3	27	11	0
2013-03-01	26.6	0	73.7	8.9	0	0	0	1	135	2013	3	27	12	0
2013-03-08	27.6	0	73.1	8.7	0	0	0	1	105	2013	3	27	13	0
2013-03-15	28.3	0	77.4	8	0	0	0	1	420	2013	3	27	14	1
2013-03-22	29.1	0	78.6	8.1	0	0	0	0	0	2014	3	0	103	0
2013-03-29	30	0	76.7	8.3	0	0	0	0	0	2014	3	0	104	0
2013-04-05	30.5	0	81.9	6.6	0	0	0	0	0	2014	3	0	105	0
2013-04-12	28.9	3.4	77	3.7	55	1	0	0	55	2013	1	28	1	0
2013-04-19	29.7	0	79.4	6.9	30	1	0	0	30	2013	1	28	2	0
2013-04-26	29.3	2.1	81.9	5.3	25	1	0	0	25	2013	1	28	3	0
2013-05-03	29.3	2.5	83.1	6.2	27.5	1	0	0	41	2013	1	28	4	0
2013-05-10	29.4	5.9	82.6	6.5	27.5	1	1	0	110	2013	1	28	5	0
2013-05-17	29.5	10.3	85	6.7	27.5	1	1	0	48	2013	1	28	6	0
2013-05-24	29.7	0	83.3	7.7	0	0	1	0	93	2013	1	28	7	0
2013-05-31	29	5.7	84.4	6.1	0	0	1	0	230	2013	1	28	8	0
2013-06-07	29.1	0.7	80.7	6.9	0	0	1	0	274	2013	1	28	9	0
2013-06-14	27.3	4.7	85.4	2	0	0	1	1	200	2013	1	28	10	0
2013-06-21	28.3	1.9	84.3	4.4	0	0	0	1	255	2013	1	28	11	0
2013-06-28	29.1	3.5	83.4	7.8	0	0	0	1	392	2013	1	28	12	0
2013-07-05	27.8	2	84.9	5.1	0	0	0	1	578	2013	1	28	13	0
2013-07-12	28.2	1.6	81.6	6.6	0	0	0	1	681	2013	1	28	14	1
2013-07-19	27.2	0.9	81.6	1.7	0	0	0	0	0	2014	3	0	106	0
2013-07-26	27.2	9.6	85.4	2.4	0	0	0	0	0	2014	3	0	107	0
2013-08-02	27.6	1.3	83.3	4	0	0	0	0	0	2014	3	0	108	0
2013-08-09	27.1	7	86.1	3.5	17	1	0	0	17	2013	2	29	1	0
2013-08-16	28.4	0.3	79.3	6.9	32	1	0	0	32	2013	2	29	2	0
2013-08-23	27.7	3.5	80.1	5.7	24	1	0	0	24	2013	2	29	3	0
2013-08-30	28.3	0.6	82.9	6.6	28	1	0	0	78	2013	2	29	4	0
2013-09-06	28.2	8.2	83.3	6.8	28	1	1	0	105	2013	2	29	5	0
2013-09-13	27	8.4	87.1	3.9	28	1	1	0	210	2013	2	29	6	0
2013-09-20	26.5	8.1	87.1	1	0	0	1	0	548	2013	2	29	7	0
2013-09-27	27.7	2.9	85.6	4.9	0	0	1	0	352	2013	2	29	8	0
2013-10-04	26.6	8	88.4	4.1	0	0	1	0	405	2013	2	29	9	0
2013-10-11	26.5	0	85.1	6.5	0	0	1	1	342	2013	2	29	10	0
2013-10-18	27.6	9.6	84.6	7.8	0	0	0	1	70	2013	2	29	11	0
2013-10-25	27.2	12.2	84	6.5	0	0	0	1	87	2013	2	29	12	0
2013-11-01	27.8	1.6	78.7	8	0	0	0	1	115	2013	2	29	13	0
2013-11-08	27.6	0.9	83.4	6	0	0	0	1	228	2013	2	29	14	1
2013-11-15	27.7	3	83.3	6.9	0	0	0	0	0	2014	3	0	109	0
2013-11-22	26.9	2.1	84.3	7.3	0	0	0	0	0	2014	3	0	110	0
2013-11-29	26.7	2.3	80.1	7.7	0	0	0	0	0	2014	3	0	111	0
2013-12-06	25.5	0	76.6	7.7	0	0	0	0	0	2014	3	0	112	0
2013-12-13	26.6	1.4	82	6.7	0	0	0	0	0	2014	3	0	113	0
2013-12-20	24	4.8	79.1	6.1	50	1	0	0	50	2014	3	30	1	0
2013-12-27	23.5	0	73.7	7.6	45	1	0	0	45	2014	3	30	2	0
2013-12-31	23	0	78	5.7	37	1	0	0	37	2014	3	30	3	0
2014-01-04	25.4	0	79.4	7.1	41	1	0	0	97	2014	3	30	4	0
2014-01-11	26.2	0	76.1	5.9	41	1	1	0	212	2014	3	30	5	0
2014-01-18	23.5	0	70.6	8.7	41	1	1	0	332	2014	3	30	6	0
2014-01-25	23	0	71.6	8.5	0	0	1	0	372	2014	3	30	7	0
2014-02-01	24.7	0	76.4	8.8	0	0	1	0	98	2014	3	30	8	0
2014-02-08	25.6	0	78.7	8.7	0	0	1	0	148	2014	3	30	9	0
2014-02-15	25.4	0	80.1	8.7	0	0	1	1	172	2014	3	30	10	0
2014-02-22	25.7	0	77.4	8.7	0	0	0	1	150	2014	3	30	11	0
2014-03-01	26	0	80.6	9.2	0	0	0	1	185	2014	3	30	12	0
2014-03-08	26.5	0	78	9.3	0	0	0	1	374	2014	3	30	13	0
2014-03-15	27.9	0	77.1	8.9	0	0	0	1	231	2014	3	30	14	1
2014-03-22	27.9	0	77.1	7.1	0	0	0	0	0	2014	3	0	114	0
2014-03-29	28.8	0.1	79.9	8.5	0	0	0	0	0	2014	3	0	115	0
2014-04-05	28.2	4.9	80.4	8	0	0	0	0	0	2014	3	0	116	0
2014-04-12	28.1	5.4	81.9	7.6	0	0	0	0	0	2014	3	0	117	0
2014-04-19	28.8	0.4	77.9	8.3	38	1	0	0	38	2014	1	31	1	0
2014-04-26	29.4	1.7	77.9	8.6	44	1	0	0	44	2014	1	31	2	0
2014-05-03	28.9	11.1	81.1	7.3	62	1	0	0	62	2014	1	31	3	0
2014-05-10	29.7	0.9	78.9	7.3	53	1	0	0	385	2014	1	31	4	0
2014-05-17	30	1	78.1	7.6	53	1	1	0	415	2014	1	31	5	0
2014-05-24	29.3	7	79.4	8.1	53	1	1	0	118	2014	1	31	6	0
2014-05-31	29.8	3.7	80.3	8	0	0	1	0	245	2014	1	31	7	0
2014-06-07	29.3	0.7	80.4	7.2	0	0	1	0	478	2014	1	31	8	0
2014-06-14	27.4	4	86	2.9	0	0	1	0	57	2014	1	31	9	0
2014-06-21	26.6	1.3	84	3.3	0	0	1	1	82	2014	1	31	10	0
2014-06-28	26.7	1	82.6	6.8	0	0	0	1	43	2014	1	31	11	0
2014-07-05	28.7	0	80.3	5.9	0	0	0	1	252	2014	1	31	12	0
2014-07-12	27.7	0.6	80.4	4.2	0	0	0	1	380	2014	1	31	13	0
2014-07-19	27.7	1.4	81.9	4.2	0	0	0	1	172	2014	1	31	14	1
2014-07-26	27.8	4.9	81.3	4.4	0	0	0	0	0	2014	3	0	118	0
2014-08-02	28.1	0	82.1	4.1	38	1	0	0	38	2014	2	32	1	0
2014-08-09	28.3	0	77.4	7.9	32	1	0	0	32	2014	2	32	2	0
2014-08-16	28.9	0	78.4	6.6	60	1	0	0	60	2014	2	32	3	0
2014-08-23	28.5	0	81.6	6.4	46	1	0	0	120	2014	2	32	4	0
2014-08-30	26.9	0	83.4	3.3	46	1	1	0	175	2014	2	32	5	0
2014-09-06	27.5	0	81.4	6.4	46	1	1	0	190	2014	2	32	6	0
2014-09-13	27.8	4.4	82.4	5.2	0	0	1	0	372	2014	2	32	7	0
2014-09-20	28.1	0	82.3	7.5	0	0	1	0	178	2014	2	32	8	0
2014-09-27	28.5	1.4	79.7	6.9	0	0	1	0	70	2014	2	32	9	0
2014-10-04	27.5	0.3	84	5	0	0	1	1	103	2014	2	32	10	0
2014-10-11	27.6	0.9	84	6.7	0	0	0	1	115	2014	2	32	11	0
2014-10-18	28.1	8.1	82	7.9	0	0	0	1	190	2014	2	32	12	0
2014-10-25	27.8	2.6	84.3	6.5	0	0	0	1	117	2014	2	32	13	0
2014-11-01	28	0	85.6	6.8	0	0	0	1	128	2014	2	32	14	1
2014-11-08	28.2	0.4	79.6	8.5	0	0	0	0	0	2014	3	0	119	0
2014-11-15	28.1	4.9	75.7	9.5	0	0	0	0	0	2014	3	0	120	1
